order,Pedigree,Genotype,Note,KRN,QS,ST
1558,10NAM-706-21@,Z026E0115,Tzi8,14,2,S
1559,10NAM-706-22@,Z026E0115,Tzi8,12,4,S
1560,10NAM-706-23@,Z026E0115,Tzi8,12,4,S
1562,10NAM-707-21@,Z026E0116,Tzi8,16,3,S
1563,10NAM-707-22@,Z026E0116,Tzi8,12,2,S
1564,10NAM-707-23@,Z026E0116,Tzi8,,,
1565,10NAM-708-21@,Z026E0117,Tzi8,16,2,S
1566,10NAM-709-21@,Z026E0118,Tzi8,14,4,S
1567,10NAM-709-22@,Z026E0118,Tzi8,14,4,T
1568,10NAM-710-21@,Z026E0119,Tzi8,16,5,S
1569,10NAM-710-22@,Z026E0119,Tzi8,16,3,S
1571,10NAM-713-21@,Z026E0122,Tzi8,12,3,T
1572,10NAM-715-21@,Z026E0124,Tzi8,14,3,T
1574,10NAM-716-21@,Z026E0125,Tzi8,,, 
1575,10NAM-718-21@,Z026E0127,Tzi8,16,3,S
1576,10NAM-718-22@,Z026E0127,Tzi8,16,4,S
1577,10NAM-718-23@,Z026E0127,Tzi8,16,3,T
1578,10NAM-719-21@,Z026E0128,Tzi8,16,4,S
1579,10NAM-720-21@,Z026E0129,Tzi8,14,5,S
1580,10NAM-720-22@,Z026E0129,Tzi8,14,4,S
1582,10NAM-721-21@,Z026E0130,Tzi8,14,2,S
1584,10NAM-723-21@,Z026E0132,Tzi8,14,5,S
1585,10NAM-724-21@,Z026E0133,Tzi8,12,5,S
1587,10NAM-729-21@,Z026E0138,Tzi8,12,1,S
1589,10NAM-731-21@,Z026E0140,Tzi8,20,5,S
1590,10NAM-732-21@,Z026E0141,Tzi8,14,4,T
1591,10NAM-732-22@,Z026E0141,Tzi8,14,2,S
1592,10NAM-732-23@,Z026E0141,Tzi8,14,5,S
1593,10NAM-732-24@,Z026E0141,Tzi8,14,3,S
1595,10NAM-733-21@,Z026E0142,Tzi8,20,4,S
1596,10NAM-733-22@,Z026E0142,Tzi8,22,5,S
1597,10NAM-734-21@,Z026E0143,Tzi8,14,5,S
1598,10NAM-734-22@,Z026E0143,Tzi8,18,5,S
1599,10NAM-735-21@,Z026E0144,Tzi8,16,3,S
1600,10NAM-735-22@,Z026E0144,Tzi8,15,4,T
1602,10NAM-736-21@,Z026E0145,Tzi8,18,3,T
1603,10NAM-737-21@,Z026E0146,Tzi8,14,2,S
1605,10NAM-738-21@,Z026E0147,Tzi8,18,4,T
1606,10NAM-739-21@,Z026E0148,Tzi8,18,5,S
1607,10NAM-739-22@,Z026E0148,Tzi8,14,4,T
1608,10NAM-740-21@,Z026E0149,Tzi8,16,4,T
1609,10NAM-740-22@,Z026E0149,Tzi8,17,4,T
1610,10NAM-740-23@,Z026E0149,Tzi8,16,5,S
1611,10NAM-740-24@,Z026E0149,Tzi8,18,5,S
1612,10NAM-742-21@,Z026E0151,Tzi8,16,4,T
1613,10NAM-743-21@,Z026E0152,Tzi8,18,3,T
1614,10NAM-743-22@,Z026E0152,Tzi8,16,3,S
1615,10NAM-743-23@,Z026E0152,Tzi8,12,4,S
1616,10NAM-744-21@,Z026E0153,Tzi8,18,5,S
1617,10NAM-744-22@,Z026E0153,Tzi8,16,4,S
1618,10NAM-744-23@,Z026E0153,Tzi8,16,5,S
1619,10NAM-745-21@,Z026E0154,Tzi8,16,5,S
1621,10NAM-746-21@,Z026E0155,Tzi8,14,2,S
1623,10NAM-749-21@,Z026E0158,Tzi8,14,3,S
1624,10NAM-750-21@,Z026E0159,Tzi8,14,5,S
1625,10NAM-751-21@,Z026E0160,Tzi8,18,5,S
1626,10NAM-751-22@,Z026E0160,Tzi8,16,5,S
1627,10NAM-755-21@,Z026E0164,Tzi8,16,3,T
1628,10NAM-756-21@,Z026E0165,Tzi8,16,5,S
1629,10NAM-756-22@,Z026E0165,Tzi8,14,5,S
1630,10NAM-757-21@,Z026E0166,Tzi8,14,4,S
1631,10NAM-757-22@,Z026E0166,Tzi8,14,5,T
1632,10NAM-758-21@,Z026E0167,Tzi8,18,4,S
1635,10NAM-759-21@,Z026E0168,Tzi8,16,3,T
1636,10NAM-760-21@,Z026E0169,Tzi8,16,3,S
1637,10NAM-760-22@,Z026E0169,Tzi8,18,5,S
1638,10NAM-760-23@,Z026E0169,Tzi8,18,2,S
1640,10NAM-761-21@,Z026E0170,Tzi8,16,5,S
1641,10NAM-761-22@,Z026E0170,Tzi8,18,5,S
1642,10NAM-762-21@,Z026E0171,Tzi8,18,5,S
1643,10NAM-762-22@,Z026E0171,Tzi8,20,1,S
1644,10NAM-762-23@,Z026E0171,Tzi8,18,3,S
1645,10NAM-763-21@,Z026E0172,Tzi8,16,5,T
1646,10NAM-763-22@,Z026E0172,Tzi8,16,5,S
1647,10NAM-764-21@,Z026E0173,Tzi8,14,4,S
1648,10NAM-764-22@,Z026E0173,Tzi8,14,3,S
1649,10NAM-764-23@,Z026E0173,Tzi8,16,3,T
1650,10NAM-765-21@,Z026E0174,Tzi8,14,1,S
1651,10NAM-765-22@,Z026E0174,Tzi8,14,4,S
1652,10NAM-766-21@,Z026E0175,Tzi8,14,2,T
1653,10NAM-766-22@,Z026E0175,Tzi8,16,3,S
1654,10NAM-770-21@,Z026E0179,Tzi8,18,3,T
1655,10NAM-770-22@,Z026E0179,Tzi8,16,2,T
1656,10NAM-771-21@,Z026E0180,Tzi8,14,3,T
1657,10NAM-775-21@,Z026E0184,Tzi8,18,5,T
1658,10NAM-775-22@,Z026E0184,Tzi8,24,1,S
1659,10NAM-776-21@,Z026E0186,Tzi8,14,3,S
1660,10NAM-777-21@,Z026E0187,Tzi8,16,2,S
1661,10NAM-778-21@,Z026E0188,Tzi8,14,3,S
1662,10NAM-780-21@,Z026E0191,Tzi8,16,2,S
1663,10NAM-781-21@,Z026E0193,Tzi8,12,4,S
1664,10NAM-787-21@,Z026E0200,Tzi8,18,2,T
1665,10NAM-787-22@,Z026E0200,Tzi8,12,4,S
1666,10NAM-788-21@,Z026E0222,Tzi8,14,5,T
1667,10NAM-788-22@,Z026E0222,Tzi8,16,4,S
1668,10NAM-788-23@,Z026E0222,Tzi8,16,4,T
1669,10NAM-789-21@,Z026E0225,Tzi8,14,2,T
1671,10NAM-791-21@,Z002E0002,CML103,14,3,S
1672,10NAM-791-22@,Z002E0002,CML103,14,4,S
1673,10NAM-793-21@,Z002E0027,CML103,16,2,S
1674,10NAM-794-21@,Z002E0035,CML103,14,5,S
1675,10NAM-795-21@,Z002E0043,CML103,16,4,S
1676,10NAM-795-22@,Z002E0043,CML103,14,5,S
1677,10NAM-795-23@,Z002E0043,CML103,18,4,S
1678,10NAM-797-21@,Z002E0052,CML103,16,1,S
1679,10NAM-797-22@,Z002E0052,CML103,14,3,S
1680,10NAM-797-23@,Z002E0052,CML103,12,4,S
1681,10NAM-800-21@,Z002E0062,CML103,14,3,S
1682,10NAM-800-22@,Z002E0062,CML103,14,4,S
1683,10NAM-800-23@,Z002E0062,CML103,14,3,S
1684,10NAM-801-21@,Z002E0063,CML103,17,5,S
1685,10NAM-802-21@,Z002E0068,CML103,14,5,S
1686,10NAM-802-22@,Z002E0068,CML103,13,2,S
1687,10NAM-803-21@,Z002E0076,CML103,20,4,T
1688,10NAM-803-22@,Z002E0076,CML103,16,4,T
1689,10NAM-803-23@,Z002E0076,CML103,,,
1690,10NAM-804-21@,Z002E0089,CML103,18,4,S
1691,10NAM-809-21@,Z002E0146,CML103,18,4,S
1692,10NAM-810-21@,Z002E0151,CML103,14,4,S
1693,10NAM-812-21@,Z002E0155,CML103,16,2,S
1694,10NAM-812-22@,Z002E0155,CML103,20,4,T
1695,10NAM-816-21@,Z002E0172,CML103,18,4,T
1696,10NAM-817-21@,Z002E0173,CML103,16,5,S
1697,10NAM-819-21@,Z002E0184,CML103,16,3,T
1698,10NAM-819-22@,Z002E0184,CML103,16,5,S
1699,10NAM-823-21@,Z003E0021,CML228,16,3,S
1700,10NAM-823-22@,Z003E0021,CML228,17,2,S
1701,10NAM-823-23@,Z003E0021,CML228,15,2,S
1702,10NAM-825-21@,Z003E0028,CML228,14,4,S
1703,10NAM-826-21@,Z003E0070,CML228,18,3,S
1704,10NAM-829-21@,Z003E0076,CML228,18,2,S
1705,10NAM-834-21@,Z003E0138,CML228,16,2,S
1706,10NAM-837-21@,Z003E0199,CML228,18,4,T
1707,10NAM-839-21@,Z006E0010,CML322,16,3,S
1708,10NAM-841-21@,Z006E0013,CML322,19,4,S
1709,10NAM-841-22@,Z006E0013,CML322,16,3,S
1712,10NAM-843-21@,Z006E0017,CML322,20,2,S
1713,10NAM-844-21@,Z006E0018,CML322,18,3,S
1714,10NAM-844-22@,Z006E0018,CML322,18,5,S
1715,10NAM-845-21@,Z006E0023,CML322,14,5,S
1716,10NAM-848-21@,Z006E0029,CML322,18,2,S
1717,10NAM-850-21@,Z006E0046,CML322,18,4,S
1718,10NAM-851-21@,Z006E0051,CML322,16,5,S
1719,10NAM-852-21@,Z006E0056,CML322,18,3,S
1720,10NAM-852-22@,Z006E0056,CML322,20,5,S
1721,10NAM-852-23@,Z006E0056,CML322,18,4,S
1722,10NAM-853-21@,Z006E0068,CML322,12,4,S
1723,10NAM-853-22@,Z006E0068,CML322,12,2,S
1724,10NAM-854-21@,Z006E0070,CML322,,,
1725,10NAM-855-21@,Z006E0074,CML322,16,4,S
1726,10NAM-856-21@,Z006E0076,CML322,14,3,S
1728,10NAM-857-21@,Z006E0077,CML322,14,5,S
1729,10NAM-857-22@,Z006E0077,CML322,15,3,S
1730,10NAM-859-21@,Z006E0092,CML322,16,3,S
1731,10NAM-859-22@,Z006E0092,CML322,15,3,S
1733,10NAM-861-21@,Z006E0100,CML322,14,5,S
1734,10NAM-862-21@,Z006E0101,CML322,16,2,S
1735,10NAM-862-22@,Z006E0101,CML322,18,2,S
1737,10NAM-863-21@,Z006E0108,CML322,16,1,S
1738,10NAM-863-22@,Z006E0108,CML322,16,2,S
1739,10NAM-864-21@,Z006E0109,CML322,14,3,T
1740,10NAM-865-21@,Z006E0114,CML322,14,2,T
1741,10NAM-866-21@,Z006E0117,CML322,16,4,S
1742,10NAM-867-21@,Z006E0119,CML322,18,4,T
1743,10NAM-868-21@,Z006E0121,CML322,14,4,S
1744,10NAM-868-22@,Z006E0121,CML322,12,4,S
1745,10NAM-871-21@,Z006E0140,CML322,10,1,S
1746,10NAM-872-21@,Z006E0141,CML322,12,4,S
1747,10NAM-873-21@,Z006E0148,CML322,18,4,T
1748,10NAM-877-21@,Z006E0161,CML322,18,3,S
1749,10NAM-878-21@,Z006E0162,CML322,17,3,T
1750,10NAM-878-22@,Z006E0162,CML322,18,5,S
1752,10NAM-884-21@,Z006E0199,CML322,16,5,S
1753,10NAM-885-21@,Z006E0200,CML322,12,5,S
1754,10NAM-885-22@,Z006E0200,CML322,14,4,S
1755,10NAM-885-23@,Z006E0200,CML322,18,5,S
1756,10NAM-886-21@,Z006E0215,CML322,,,
1757,10NAM-887-21@,Z006E0216,CML322,16,4,S
1758,10NAM-887-22@,Z006E0216,CML322,18,4,S
1759,10NAM-887-23@,Z006E0216,CML322,16,5,S
1760,10NAM-887-24@,Z006E0216,CML322,16,1,S
1761,10NAM-888-21@,Z006E0224,CML322,16,3,T
1762,10NAM-888-22@,Z006E0224,CML322,16,2,T
1763,10NAM-888-23@,Z006E0224,CML322,,,
1764,10NAM-889-21@,Z007E0003,CML333,14,4,S
1765,10NAM-889-22@,Z007E0003,CML333,12,2,S
1766,10NAM-891-21@,Z007E0032,CML333,12,4,S
1767,10NAM-892-21@,Z007E0063,CML333,14,4,S
1768,10NAM-893-21@,Z007E0092,CML333,14,4,T
1769,10NAM-893-22@,Z007E0092,CML333,14,3,T
1770,10NAM-894-21@,Z007E0103,CML333,12,4,S
1771,10NAM-894-22@,Z007E0103,CML333,16,5,S
1772,10NAM-895-21@,Z007E0104,CML333,16,3,S
1773,10NAM-896-21@,Z007E0111,CML333,12,3,T
1774,10NAM-896-22@,Z007E0111,CML333,14,5,S
1776,10NAM-898-21@,Z007E0119,CML333,12,5,S
1777,10NAM-898-22@,Z007E0119,CML333,18,5,S
1778,10NAM-898-23@,Z007E0119,CML333,,,
1779,10NAM-899-21@,Z007E0120,CML333,12,4,T
1780,10NAM-899-22@,Z007E0120,CML333,16,5,S
1781,10NAM-899-23@,Z007E0120,CML333,16,5,S
1782,10NAM-899-24@,Z007E0120,CML333,14,5,S
1783,10NAM-901-21@,Z007E0129,CML333,14,3,T
1784,10NAM-901-22@,Z007E0129,CML333,14,3,T
1785,10NAM-901-23@,Z007E0129,CML333,12,3,T
1786,10NAM-902-21@,Z007E0147,CML333,16,5,S
1787,10NAM-903-21@,Z007E0150,CML333,14,3,T
1789,10NAM-904-21@,Z007E0151,CML333,14,2,T
1790,10NAM-904-22@,Z007E0151,CML333,12,2,T
1791,10NAM-905-21@,Z007E0159,CML333,12,1,S
1792,10NAM-906-21@,Z007E0162,CML333,,,
1793,10NAM-906-22@,Z007E0162,CML333,14,4,S
1794,10NAM-906-23@,Z007E0162,CML333,,,
1795,10NAM-907-21@,Z007E0230,CML333,16,3,S
1796,10NAM-907-22@,Z007E0230,CML333,16,3,S
1797,10NAM-907-23@,Z007E0230,CML333,16,2,S
1798,10NAM-907-24@,Z007E0230,CML333,,,
1799,10NAM-908-21@,Z012E0006,Ki11,14,4,S
1800,10NAM-908-22@,Z012E0006,Ki11,12,4,T
1801,10NAM-908-23@,Z012E0006,Ki11,14,3,T
1802,10NAM-910-21@,Z012E0019,Ki11,14,3,T
1803,10NAM-911-21@,Z012E0033,Ki11,16,5,S
1804,10NAM-912-21@,Z012E0035,Ki11,14,3,T
1805,10NAM-912-22@,Z012E0035,Ki11,,,
1807,10NAM-913-21@,Z012E0041,Ki11,16,5,S
1808,10NAM-913-22@,Z012E0041,Ki11,14,5,S
1809,10NAM-916-21@,Z012E0065,Ki11,14,5,S
1810,10NAM-916-22@,Z012E0065,Ki11,,,
1811,10NAM-917-21@,Z012E0069,Ki11,16,4,S
1812,10NAM-919-21@,Z012E0077,Ki11,12,5,S
1813,10NAM-920-21@,Z012E0078,Ki11,,,
1814,10NAM-921-21@,Z012E0081,Ki11,12,1,S
1815,10NAM-922-21@,Z012E0083,Ki11,16,3,S
1816,10NAM-925-21@,Z012E0103,Ki11,12,3,S
1817,10NAM-926-21@,Z012E0114,Ki11,16,5,S
1818,10NAM-929-21@,Z012E0151,Ki11,,,
1819,10NAM-930-21@,Z012E0179,Ki11,14,3,S
1820,10NAM-930-22@,Z012E0179,Ki11,14,5,S
1821,10NAM-931-21@,Z012E0193,Ki11,14,5,S
1822,10NAM-931-22@,Z012E0193,Ki11,14,4,S
1823,10NAM-932-21@,Z014E0001,Ky21,14,2,T
1824,10NAM-937-21@,Z014E0018,Ky21,14,2,T
1825,10NAM-938-21@,Z014E0019,Ky21,14,2,T
1826,10NAM-940-21@,Z014E0022,Ky21,14,2,T
1827,10NAM-940-22@,Z014E0022,Ky21,14,5,S
1829,10NAM-943-21@,Z014E0038,Ky21,14,4,S
1830,10NAM-944-21@,Z014E0044,Ky21,14,2,T
1831,10NAM-945-21@,Z014E0047,Ky21,18,3,T
1832,10NAM-945-22@,Z014E0047,Ky21,,,
1833,10NAM-947-21@,Z014E0056,Ky21,14,4,T
1834,10NAM-947-22@,Z014E0056,Ky21,14,4,T
1835,10NAM-947-23@,Z014E0056,Ky21,18,3,T
1836,10NAM-949-21@,Z014E0082,Ky21,16,5,S
1837,10NAM-951-21@,Z014E0085,Ky21,16,5,S
1838,10NAM-952-21@,Z014E0094,Ky21,14,3,T
1839,10NAM-955-21@,Z014E0104,Ky21,12,5,T
1840,10NAM-956-21@,Z014E0106,Ky21,18,5,S
1841,10NAM-957-21@,Z014E0110,Ky21,14,5,S
1842,10NAM-958-21@,Z014E0137,Ky21,12,5,S
1843,10NAM-959-21@,Z014E0139,Ky21,14,5,S
1844,10NAM-960-21@,Z014E0141,Ky21,12,5,S
1846,10NAM-966-21@,Z014E0169,Ky21,16,5,S
1847,10NAM-967-21@,Z014E0178,Ky21,16,5,S
1848,10NAM-968-21@,Z014E0180,Ky21,14,3,T
1849,10NAM-969-21@,Z014E0181,Ky21,14,2,S
1850,10NAM-970-21@,Z014E0185,Ky21,10,2,S
1851,10NAM-970-22@,Z014E0185,Ky21,14,5,S
1852,10NAM-971-21@,Z014E0188,Ky21,20,3,T
1853,10NAM-972-21@,Z014E0193,Ky21,14,3,T
1855,10NAM-973-21@,Z014E0194,Ky21,10,2,S
1856,10NAM-973-22@,Z014E0194,Ky21,12,5,S
1857,10NAM-973-23@,Z014E0194,Ky21,12,2,S
1858,10NAM-973-24@,Z014E0194,Ky21,,,
1860,10NAM-976-21@,Z023E0010,Oh7B,18,3,T
1861,10NAM-976-22@,Z023E0010,Oh7B,14,1,T
1862,10NAM-977-21@,Z023E0011,Oh7B,20,2,T
1863,10NAM-977-22@,Z023E0011,Oh7B,,,
1864,10NAM-979-21@,Z023E0043,Oh7B,16,1,S
1865,10NAM-983-21@,Z023E0119,Oh7B,16,3,S
1866,10NAM-984-21@,Z023E0142,Oh7B,16,4,S
1867,10NAM-984-22@,Z023E0142,Oh7B,20,4,S
1868,10NAM-985-21@,Z023E0175,Oh7B,16,5,S
1869,10NAM-985-22@,Z023E0175,Oh7B,18,4,S
1870,10NAM-985-23@,Z023E0175,Oh7B,18,5,S
1871,10NAM-986-21@,Z023E0178,Oh7B,16,4,S
1872,10NAM-986-22@,Z023E0178,Oh7B,16,5,S
1873,10NAM-986-23@,Z023E0178,Oh7B,16,5,S
1874,10NAM-986-24@,Z023E0178,Oh7B,14,4,T
1875,10NAM-987-21@,Z023E0231,Oh7B,16,4,S
1876,10NAM-988-21@,Z025E0003,Tx303,14,3,S
1877,10NAM-988-22@,Z025E0003,Tx303,16,2,S
1878,10NAM-988-23@,Z025E0003,Tx303,16,5,S
1879,10NAM-989-21@,Z025E0008,Tx303,18,4,T
1880,10NAM-989-22@,Z025E0008,Tx303,16,4,T
1881,10NAM-989-23@,Z025E0008,Tx303,18,4,T
1882,10NAM-989-24@,Z025E0008,Tx303,18,3,T
1883,10NAM-989-25@,Z025E0008,Tx303,,,
1884,10NAM-990-21@,Z025E0010,Tx303,16,4,T
1885,10NAM-991-21@,Z025E0018,Tx303,16,5,S
1886,10NAM-991-22@,Z025E0018,Tx303,18,4,T
1887,10NAM-991-23@,Z025E0018,Tx303,,,
1888,10NAM-992-21@,Z025E0025,Tx303,16,3,T
1889,10NAM-992-22@,Z025E0025,Tx303,16,4,S
1890,10NAM-992-23@,Z025E0025,Tx303,16,4,T
1891,10NAM-992-24@,Z025E0025,Tx303,16,5,S
1892,10NAM-993-21@,Z025E0030,Tx303,12,3,S
1893,10NAM-993-22@,Z025E0030,Tx303,12,3,S
1895,10NAM-994-21@,Z025E0032,Tx303,16,4,S
1896,10NAM-994-22@,Z025E0032,Tx303,14,4,S
1897,10NAM-994-23@,Z025E0032,Tx303,14,4,S
1898,10NAM-994-24@,Z025E0032,Tx303,13,3,S
1899,10NAM-995-21@,Z025E0037,Tx303,12,4,T
1900,10NAM-995-22@,Z025E0037,Tx303,14,4,S
1902,10NAM-996-21@,Z025E0039,Tx303,14,1,S
1905,10NAM-997-21@,Z025E0042,Tx303,12,2,S
1906,10NAM-997-22@,Z025E0042,Tx303,14,3,T
1907,10NAM-997-23@,Z025E0042,Tx303,14,3,S
1908,10NAM-997-24@,Z025E0042,Tx303,16,2,T
1909,10NAM-999-21@,Z025E0053,Tx303,14,3,S
1910,10NAM-999-22@,Z025E0053,Tx303,12,1,S
1911,10NAM-999-23@,Z025E0053,Tx303,14,2,S
1912,10NAM-1001-21@,Z025E0058,Tx303,16,3,T
1913,10NAM-1002-21@,Z025E0063,Tx303,14,5,S
1914,10NAM-1002-22@,Z025E0063,Tx303,14,3,S
1915,10NAM-1002-23@,Z025E0063,Tx303,14,5,S
1916,10NAM-1003-21@,Z025E0065,Tx303,16,5,S
1917,10NAM-1003-22@,Z025E0065,Tx303,14,5,S
1918,10NAM-1003-23@,Z025E0065,Tx303,12,3,S
1919,10NAM-1005-21@,Z025E0080,Tx303,14,4,T
1920,10NAM-1005-22@,Z025E0080,Tx303,14,2,S
1921,10NAM-1006-21@,Z025E0081,Tx303,20,5,S
1922,10NAM-1006-22@,Z025E0081,Tx303,22,4,T
1923,10NAM-1006-23@,Z025E0081,Tx303,18,4,S
1924,10NAM-1006-24@,Z025E0081,Tx303,18,3,T
1925,10NAM-1007-21@,Z025E0082,Tx303,14,5,S
1926,10NAM-1008-21@,Z025E0085,Tx303,14,2,S
1927,10NAM-1010-21@,Z025E0089,Tx303,16,4,S
1928,10NAM-1010-22@,Z025E0089,Tx303,14,3,T
1929,10NAM-1010-23@,Z025E0089,Tx303,14,2,T
1930,10NAM-1011-21@,Z025E0090,Tx303,18,3,S
1931,10NAM-1011-22@,Z025E0090,Tx303,18,4,S
1932,10NAM-1011-23@,Z025E0090,Tx303,18,5,S
1934,10NAM-1012-21@,Z025E0093,Tx303,16,5,S
1935,10NAM-1012-22@,Z025E0093,Tx303,14,4,S
1936,10NAM-1012-23@,Z025E0093,Tx303,14,4,S
1937,10NAM-1012-24@,Z025E0093,Tx303,16,4,S
1938,10NAM-1013-21@,Z025E0096,Tx303,12,3,S
1939,10NAM-1014-21@,Z025E0102,Tx303,14,4,T
1940,10NAM-1016-21@,Z025E0107,Tx303,13,3,T
1941,10NAM-1016-22@,Z025E0107,Tx303,13,1,T
1942,10NAM-1018-21@,Z025E0114,Tx303,14,2,S
1943,10NAM-1018-22@,Z025E0114,Tx303,,,
1944,10NAM-1019-21@,Z025E0116,Tx303,14,1,S
1945,10NAM-1019-22@,Z025E0116,Tx303,14,2,S
1946,10NAM-1019-23@,Z025E0116,Tx303,14,4,S
1947,10NAM-1019-24@,Z025E0116,Tx303,14,3,S
1948,10NAM-1020-21@,Z025E0122,Tx303,16,3,S
1951,10NAM-1024-21@,Z025E0151,Tx303,14,3,S
1952,10NAM-1025-21@,Z025E0156,Tx303,14,4,S
1953,10NAM-1026-21@,Z025E0167,Tx303,16,5,S
1954,10NAM-1026-22@,Z025E0167,Tx303,16,4,T
1955,10NAM-1027-21@,Z025E0168,Tx303,12,3,S
1956,10NAM-1028-21@,Z025E0170,Tx303,14,3,S
1959,10NAM-1029-21@,Z025E0179,Tx303,12,1,S
1960,10NAM-1030-21@,Z025E0182,Tx303,16,4,S
1961,10NAM-1031-21@,Z025E0184,Tx303,16,3,T
1964,10NAM-1035-21@,Z025E0199,Tx303,10,1,S
1965,10NAM-1036-21@,Z025E0211,Tx303,12,2,S
1967,10NAM-1039-21@,Z013E0009,Ki3,14,4,S
1968,10NAM-1040-21@,Z013E0012,Ki3,10,3,T
1969,10NAM-1043-21@,Z013E0094,Ki3,14,2,S
1970,10NAM-1044-21@,Z004E0001,CML247,17,3,T
1971,10NAM-1044-22@,Z004E0001,CML247,18,4,T
1972,10NAM-1045-21@,Z004E0002,CML247,18,4,S
1973,10NAM-1045-22@,Z004E0002,CML247,16,4,S
1974,10NAM-1045-23@,Z004E0002,CML247,18,4,S
1975,10NAM-1045-24@,Z004E0002,CML247,18,4,S
1976,10NAM-1046-21@,Z004E0003,CML247,17,3,S
1977,10NAM-1046-22@,Z004E0003,CML247,16,3,T
1979,10NAM-1047-21@,Z004E0004,CML247,14,2,S
1980,10NAM-1047-22@,Z004E0004,CML247,16,3,T
1981,10NAM-1047-23@,Z004E0004,CML247,18,3,S
1982,10NAM-1048-21@,Z004E0005,CML247,16,2,S
1983,10NAM-1048-22@,Z004E0005,CML247,16,5,S
1984,10NAM-1048-23@,Z004E0005,CML247,18,3,S
1985,10NAM-1049-21@,Z004E0006,CML247,18,4,S
1986,10NAM-1049-22@,Z004E0006,CML247,18,5,S
1987,10NAM-1050-21@,Z004E0007,CML247,17,3,S
1988,10NAM-1050-22@,Z004E0007,CML247,18,3,S
1990,10NAM-1051-21@,Z004E0008,CML247,21,3,T
1991,10NAM-1052-21@,Z004E0009,CML247,16,3,S
1992,10NAM-1052-22@,Z004E0009,CML247,16,3,S
1993,10NAM-1053-21@,Z004E0010,CML247,16,1,S
1994,10NAM-1054-21@,Z004E0011,CML247,16,3,S
1995,10NAM-1054-22@,Z004E0011,CML247,16,1,S
1996,10NAM-1054-23@,Z004E0011,CML247,16,4,S
1997,10NAM-1056-21@,Z004E0013,CML247,16,3,S
1998,10NAM-1056-22@,Z004E0013,CML247,19,3,S
2000,10NAM-1057-21@,Z004E0014,CML247,14,4,T
2001,10NAM-1057-22@,Z004E0014,CML247,16,3,S
2002,10NAM-1057-23@,Z004E0014,CML247,18,3,S
2003,10NAM-1057-24@,Z004E0014,CML247,14,4,T
2005,10NAM-1058-21@,Z004E0015,CML247,16,4,T
2006,10NAM-1058-22@,Z004E0015,CML247,16,3,T
2008,10NAM-1059-21@,Z004E0016,CML247,16,5,S
2009,10NAM-1060-21@,Z004E0017,CML247,18,5,S
2010,10NAM-1060-22@,Z004E0017,CML247,16,5,S
2011,10NAM-1061-21@,Z004E0018,CML247,20,5,S
2014,10NAM-1062-21@,Z004E0019,CML247,18,5,S
2015,10NAM-1062-22@,Z004E0019,CML247,20,3,S
2016,10NAM-1063-21@,Z004E0020,CML247,20,5,S
2017,10NAM-1064-21@,Z004E0021,CML247,18,5,S
2018,10NAM-1065-21@,Z004E0022,CML247,20,4,T
2019,10NAM-1065-22@,Z004E0022,CML247,22,4,T
2020,10NAM-1066-21@,Z004E0023,CML247,18,1,S
2022,10NAM-1067-21@,Z004E0024,CML247,18,4,T
2023,10NAM-1067-22@,Z004E0024,CML247,22,3,T
2024,10NAM-1069-21@,Z004E0026,CML247,14,3,S
2025,10NAM-1069-22@,Z004E0026,CML247,16,4,S
2026,10NAM-1070-21@,Z004E0027,CML247,19,3,S
2027,10NAM-1070-22@,Z004E0027,CML247,18,4,S
2028,10NAM-1071-21@,Z004E0028,CML247,16,3,S
2029,10NAM-1071-22@,Z004E0028,CML247,16,4,T
2030,10NAM-1073-21@,Z004E0030,CML247,20,4,T
2031,10NAM-1074-21@,Z004E0031,CML247,23,3,S
2032,10NAM-1075-21@,Z004E0032,CML247,18,3,S
2033,10NAM-1076-21@,Z004E0033,CML247,16,4,S
2034,10NAM-1076-22@,Z004E0033,CML247,16,4,S
2035,10NAM-1076-23@,Z004E0033,CML247,16,2,S
2036,10NAM-1079-21@,Z004E0036,CML247,18,3,S
2037,10NAM-1079-22@,Z004E0036,CML247,18,4,S
2038,10NAM-1079-23@,Z004E0036,CML247,16,3,S
2040,10NAM-1084-21@,Z004E0041,CML247,16,5,S
2041,10NAM-1084-22@,Z004E0041,CML247,18,5,S
2042,10NAM-1085-21@,Z004E0042,CML247,14,1,S
2044,10NAM-1088-21@,Z004E0045,CML247,20,5,S
2045,10NAM-1089-21@,Z004E0046,CML247,16,4,T
2046,10NAM-1089-22@,Z004E0046,CML247,14,2,T
2047,10NAM-1091-21@,Z004E0048,CML247,18,2,S
2048,10NAM-1092-21@,Z004E0049,CML247,18,5,S
2051,10NAM-1094-21@,Z004E0051,CML247,16,3,S
2052,10NAM-1094-22@,Z004E0051,CML247,14,4,S
2053,10NAM-1096-21@,Z004E0053,CML247,14,5,S
2054,10NAM-1097-21@,Z004E0054,CML247,18,3,S
2055,10NAM-1097-22@,Z004E0054,CML247,20,3,S
2056,10NAM-1097-23@,Z004E0054,CML247,16,5,S
2057,10NAM-1098-21@,Z004E0056,CML247,14,5,S
2058,10NAM-1098-22@,Z004E0056,CML247,14,5,S
2059,10NAM-1100-21@,Z004E0058,CML247,18,5,S
2060,10NAM-1100-22@,Z004E0058,CML247,18,5,S
2061,10NAM-1101-21@,Z004E0059,CML247,16,4,S
